Emotions,Path
surprise,archive/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
surprise,archive/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
happy,archive/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav
angry,archive/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
disgust,archive/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-01-01.wav
neutral,archive/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
neutral,archive/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
neutral,archive/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
neutral,archive/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
calm,archive/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
sad,archive/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
fear,archive/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
surprise,archive/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
happy,archive/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
angry,archive/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
disgust,archive/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
neutral,archive/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
neutral,archive/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
neutral,archive/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
neutral,archive/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
calm,archive/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
sad,archive/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
fear,archive/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
surprise,archive/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
happy,archive/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
angry,archive/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
disgust,archive/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
neutral,archive/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
neutral,archive/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
neutral,archive/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
neutral,archive/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
calm,archive/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
sad,archive/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
fear,archive/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
surprise,archive/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
happy,archive/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
angry,archive/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
disgust,archive/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
neutral,archive/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
neutral,archive/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
neutral,archive/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
neutral,archive/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
calm,archive/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
sad,archive/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
fear,archive/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
surprise,archive/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
happy,archive/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
angry,archive/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
disgust,archive/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
neutral,archive/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
neutral,archive/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
neutral,archive/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
neutral,archive/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
calm,archive/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
happy,archive/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
sad,archive/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
angry,archive/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
angry,archive/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
angry,archive/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
